Auction Title ,Auction ID,Department ,Close Date ,Winning Bid ,Inventory ID,Vehicle ID,Receipt Number ,Fund
Framed Tennessee Titans Keith Bulluck Jersey,95329,DRUG TASK FORCE,7/11/2016,$52.00 ,TF-335-088,,3678094668,
"Toshiba 50"" LED Television",95331,DRUG TASK FORCE,7/11/2016,$180.00 ,TF-335-008,,3678403341,
Double Oven,95333,SCHOOL BOARD FOOD SERVICE,7/11/2016,$16.01 ,FSBS-0183,,Money Order,
Double Oven,95334,SCHOOL BOARD FOOD SERVICE,7/11/2016,$21.00 ,FSBS-0170,,Money Order,
Double Oven,95335,SCHOOL BOARD FOOD SERVICE,7/11/2016,$34.05 ,FSBS-0171,,Money Order,
Southbend Oven,95336,SCHOOL BOARD FOOD SERVICE,7/11/2016,$32.02 ,FSBS-0168,,Money Order,
Oven,95337,SCHOOL BOARD FOOD SERVICE,7/11/2016,$52.00 ,FSBS-0169,,Money Order,
1996 Toyota Camry,95338,POLICE STATE DRUG FUND,7/7/2016,$630.00 ,,116420,3677816691,
2008 Chevrolet Impala,95339,OFM-POLICE,7/7/2016,"$1,026.01 ",,1721 JH,Cashiers Check,
2007 International 4400 Ambulance,95341,OFM-FIRE,7/7/2016,"$3,101.02 ",,1011 JF,Cashiers Check,
2005 Chevrolet Astro,95342,OFM-PARKS,7/7/2016,$792.00 ,,29 5293,Cashiers Check,
2003 Toro 3100-D Reel Mower,95343,OFM-PARKS,7/7/2016,$995.13 ,,29 5173,3678198450,
2003 Toro 3050 Reel Mower,95344,OFM-PARKS,7/7/2016,$111.00 ,,29 5179,3678198624,
1999 Cushman Truckster,95345,OFM-PARKS,7/7/2016,"$3,152.00 ",,29 5041,Cashiers Check,
Double Oven,95346,SCHOOL BOARD FOOD SERVICE,7/11/2016,$6.62 ,FSBS-0178,,Money Order,
Steamer,95347,SCHOOL BOARD FOOD SERVICE,7/11/2016,$6.62 ,"FSBS-0179, FSBS-0180",,Money Order,
Steamers,95348,SCHOOL BOARD FOOD SERVICE,7/11/2016,$6.62 ,"FSBS-0176, FSBS-0177",,Money Order,
Steamers,95349,SCHOOL BOARD FOOD SERVICE,7/11/2016,$6.62 ,"FSBS-0191, FSBS-0192",,Money Order,
Kettle,95350,SCHOOL BOARD FOOD SERVICE,7/11/2016,$78.35 ,FSBS-0172,,Money Order,
Kettle,95351,SCHOOL BOARD FOOD SERVICE,7/11/2016,$25.45 ,SBS-0175,,Money Order,
Office Chair,95426,PUBLIC LIBRARY,7/13/2016,$8.55 ,106118,,3678604741,
Warmer,95352,SCHOOL BOARD FOOD SERVICE,7/11/2016,$495.78 ,FSBS-0173,,Cashiers Check,
Warmer,95353,SCHOOL BOARD FOOD SERVICE,7/11/2016,$380.00 ,FSBS-0174,,Cashiers Check,
Exercise Bike,95354,SCHOOL BOARD WAREHOUSE,7/11/2016,$11.00 ,SBS-7811,,3678176696,
Cafeteria Table,95356,SCHOOL BOARD WAREHOUSE,7/11/2016,$11.00 ,SBS-7844A,,3678842260,
Cafeteria Table,95359,SCHOOL BOARD WAREHOUSE,7/12/2016,$11.01 ,SBS-7844D,,3678298815,
Cafeteria Table,95360,SCHOOL BOARD WAREHOUSE,7/12/2016,$11.01 ,SBS-7844E,,3678298820,
Cafeteria Table,95361,SCHOOL BOARD WAREHOUSE,7/12/2016,$8.00 ,SBS-7844F,,3678891280,
Cafeteria Table,95362,SCHOOL BOARD WAREHOUSE,7/12/2016,$8.00 ,SBS-7844G,,3678891282,
Cafeteria Table,95363,SCHOOL BOARD WAREHOUSE,7/12/2016,$6.62 ,SBS-7844H,,Money Order,
Cafeteria Table,95364,SCHOOL BOARD WAREHOUSE,7/12/2016,$6.62 ,SBS-7844I,,3678299137,
Cafeteria Table,95365,SCHOOL BOARD WAREHOUSE,7/12/2016,$8.00 ,SBS-7844J,,3678299141,
Cafeteria Table,95366,SCHOOL BOARD WAREHOUSE,7/12/2016,$6.62 ,SBS-7844K,,Money Order,
Cafeteria Table,95367,SCHOOL BOARD WAREHOUSE,7/12/2016,$2.00 ,SBS-7844L,,Money Order,
Cafeteria Table,95368,SCHOOL BOARD WAREHOUSE,7/12/2016,$6.62 ,SBS-7844M,,Money Order,
Cafeteria Table,95369,SCHOOL BOARD FOOD SERVICE,7/12/2016,$6.62 ,SBS-7844N,,Money Order,
Piano,95370,SCHOOL BOARD WAREHOUSE,7/12/2016,$2.00 ,SBS-7839A,,3678653285,
Piano,95371,SCHOOL BOARD WAREHOUSE,7/12/2016,$1.00 ,SBS-7839B,,3678916953,
Double Oven,95372,SCHOOL BOARD FOOD SERVICE,7/12/2016,$58.00 ,FSBS-0184,,Money Order,
2 Steamers,95373,SCHOOL BOARD FOOD SERVICE,7/12/2016,$46.00 ,"FSBS-0185, FSBS-0186",,3678298153,
2 Steamers,95374,SCHOOL BOARD FOOD SERVICE,7/12/2016,$32.00 ,"FSBS-0189, FSBS-0190",,Money Order,
Boiler,95375,SCHOOL BOARD FOOD SERVICE,7/12/2016,$93.00 ,FSBS-0187,,3678298158,
Braising Pan,95376,SCHOOL BOARD FOOD SERVICE,7/12/2016,$440.01 ,FSBS-0188,,3678298163,
Vulcan Pizza Oven,95377,SCHOOL BOARD FOOD SERVICE,7/12/2016,$415.00 ,"FSBS-0202, FSBS-0203, FSBS-0204",,3678829132,
Southbend Double Oven,95378,SCHOOL BOARD FOOD SERVICE,7/12/2016,$81.09 ,FSBS-0205,,3678298168,
Southbend Steamer,95379,SCHOOL BOARD FOOD SERVICE,7/12/2016,$73.00 ,"FSBS-0196, FSBS-0197",,3678298306,
Southbend Steamer,95380,SCHOOL BOARD FOOD SERVICE,7/12/2016,$78.00 ,"FSBS-0200, FSBS-0201",,3678298310,
Southbend Steamer,95381,SCHOOL BOARD FOOD SERVICE,7/12/2016,$103.00 ,FSBS-0199,,3678298316,
Southbend Steamer,95382,SCHOOL BOARD FOOD SERVICE,7/12/2016,$108.78 ,FSBS-0198,,3678298326,
Seco Cooler,95383,SCHOOL BOARD FOOD SERVICE,7/12/2016,$78.00 ,FSBS-0194,,3678496137,
Hoshizaki Ice Machine,95384,SCHOOL BOARD FOOD SERVICE,7/12/2016,$205.00 ,FSBS-0195,,3678311243,
Hobart Slicer,95385,SCHOOL BOARD FOOD SERVICE,7/12/2016,$205.00 ,FSBS-0193,,3678485846,
3 Refrigerators,95386,SCHOOL BOARD WAREHOUSE,7/12/2016,$3.00 ,SBS-7838,,3678983323,
Dell Computer,95387,ITS,7/13/2016,$43.00 ,105142,,3678815158,
Men's Diamond Band,95388,DRUG TASK FORCE,7/12/2016,"$1,125.00 ",TF-333-039B,,3679773614,
Diamond Bracelet,95390,DRUG TASK FORCE,7/13/2016,"$1,500.00 ",TF-333-039C,,3678289215,
10kt White Gold and Diamond Necklace,95391,DRUG TASK FORCE,7/13/2016,$870.00 ,TF-333-026A,,3678284067,
Men's Diamond Watch,95392,DRUG TASK FORCE,7/14/2016,"$21,700.00 ",TF-333-039A,,Cashiers Check,
Floor Scrubber,95393,PUBLIC LIBRARY,7/12/2016,$925.00 ,104010,,3678802210,
Copier,95394,PUBLIC LIBRARY,7/12/2016,$33.00 ,106204,,3678916961,
1 Lot of 4 Radio Modems,95396,POLICE DEPARTMENT,7/12/2016,$11.50 ,"105953, 105951, 105945, 105946",,3678667603,
1 Lot of 5 Radio Modems,95397,POLICE DEPARTMENT,7/12/2016,$11.50 ,"105944, 105944, 105948, 105947, 105941",,3678667609,
Table,95398,PUBLIC DEFENDER,7/12/2016,$1.00 ,105901,,3678216399,
HP 9040DN Printer,95399,PUBLIC DEFENDER,7/12/2016,$27.99 ,105836,,3678203627,
HP 9040DN Printer,95400,PUBLIC DEFENDER,7/12/2016,$16.57 ,105835,,Money Order,
1 Lot of 2 Bulletin Boards,95401,PUBLIC DEFENDER,7/12/2016,$18.00 ,"105839, 105841",,3678884528,
EZ Pro 500 Projector,95402,PUBLIC DEFENDER,7/12/2016,$42.00 ,105938,,3678178402,
Law Books,95403,PUBLIC DEFENDER,7/12/2016,$22.01 ,105902,,3678912791,
1 Lot of Childrens Furniture,95404,METRO ACTION,7/12/2016,$947.99 ,"MAC104349, MAC104362, MAC104411, MAC,104281, MAC104339, MAC104282, MAC104279, MAC104280, MAC104237, MAC104338, MAC104344, MAC104345, MAC104413, MAC104414, MAC104415, MAC104416, MAC104417, MAC104418, MAC104419, MAC104420, MAC104421, MAC104422, MAC104385, MAC104393, MAC104394, MAC104395, MAC104396, MAC104397, MAC104348, MAC104408, MAC104410, MAC104455, MAC104460, MAC104352, MAC104461, MAC104357, MAC104423, MAC104424, MAC104425, MAC104426, MAC104427, MAC104428, MAC104388, MAC104389, MAC104390, MAC140391, MAC104392, MAC104358, MAC104359, MAC104409, MAC104464, MAC104462, MAC104468, MAC104377, MAC104386, MAC104347, MAC104296, MAC104453, MAC104467, MAC104381, MAC104466, MAC104412, MAC104452, MAC104456, MAC104454, MAC104457, MAC104346, MAC104353, MAC104407, MAC104364, MAC104316, MAC104308, MAC104307, MAC104299, MAC104375, MAC104376, MAC104380, MAC104379, MAC104378, MAC104226, MAC104231, MAC104300, MAC104335, MAC104309, MAC104398, MAC104399, MAC104400, MAC104401, MAC104402, MAC104403, MAC104404, MAC104405, MAC104406, MAC104230, MAC104229, MAC104363, MAC104360, MAC104361",,3678498859,
1 Lot of 4 Real Care Babies & 2 Mannequins,95405,SCHOOL BOARD,7/12/2016,$100.01 ,CSBS7829D,,3678298331,
1 Lot of 10 Chairs,95406,PUBLIC LIBRARY,7/12/2016,$103.00 ,"106053, 106054, 106055, 106056, 106057, 106058, 106059, 106060, 106062, 106129",,3678225657,
1 Lot of 10 Chairs,95407,PUBLIC LIBRARY,7/12/2016,$103.00 ,"106043, 106044, 106045, 106046, 106047, 106048, 106049, 106050, 106051, 106052",,3678225660,
Twin Mobile Bed,95408,PUBLIC LIBRARY,7/12/2016,$13.00 ,105997,,3678222452,
Doosan Pallet Jack,95409,NASHVILLE CONVENTION CTR,7/12/2016,$52.13 ,NCC106455,,3679234562,
Dell Optiplex 9010,95410,ITS,7/13/2016,$70.00 ,105141,,3678265392,
Dell Optiplex 990,95411,ITS,7/13/2016,$37.00 ,104995,,3678815162,
Dell Optiplex 990,95412,ITS,7/13/2016,$62.00 ,104957,,3678815171,
Dell Optiplex 990,95413,ITS,7/13/2016,$37.00 ,104958,,3678815174,
Dell Optiplex 990,95414,ITS,7/13/2016,$70.00 ,104959,,3678281251,
Dell Optiplex 990,95415,ITS,7/13/2016,$70.00 ,104960,,3678281256,
Dell Optiplex 990,95416,ITS,7/13/2016,$76.00 ,104991,,3678281262,
Dell Optiplex 990,95417,ITS,7/13/2016,$75.00 ,104961,,3678281266,
Dell Optiplex 990,95418,ITS,7/13/2016,$75.00 ,104962,,3678281272,
Office Chair,95419,NASHVILLE CONVENTION CTR,7/13/2016,$6.55 ,NCC-106372,,3678313877,
Office Chair,95420,NASHVILLE CONVENTION CTR,7/13/2016,$3.00 ,NCC-106387,,3678940127,
Office Chair,95421,NASHVILLE CONVENTION CTR,7/13/2016,$5.00 ,NCC-106388,,Money Order,
Office Chair,95422,PARKS,7/13/2016,$5.00 ,104908,,Money Order,
Office Chair,95423,RADIO COMMUNICATIONS,7/13/2016,$11.00 ,RC-106774,,3678604739,
Bar Stool,95424,RADIO COMMUNICATIONS,7/13/2016,$11.00 ,RC-106782,,3678270399,
Office Chair,95427,PUBLIC LIBRARY,7/13/2016,$8.50 ,106119,,Money Order,
Nautilus Stair Master,95428,POLICE DEPARTMENT,7/13/2016,$125.00 ,106749,,3678270839,
"G.M. Engine, Transmission & Parts",95429,OFM,7/13/2016,$63.01 ,OFM-106747,,3678940131,
Alternators & AC Compressors,95430,OFM,7/13/2016,$35.00 ,OFM-106748,,3678940135,
1 Lot of Telephones,95431,M.T.A,7/13/2016,$4.50 ,MTA-106403,,3678656668,
1 Lot of Office Electronics,95432,M.T.A,7/13/2016,$27.13 ,"MTA-106404, MTA-106405, MTA-106408, MTA-106409, MTA-106410, MTA-106411, MTA-106412, MTA-106413",,Money Order,
1 Lot of Electronics,95433,M.T.A,7/13/2016,$37.00 ,"MTA-106406, MTA-106407, MTA-106419, MTA-106420, MTA-106421, MTA-106422, MTA-106423, MTA-106424",,3678362435,
1 Lot of 4 IBM Cash Registers,95434,M.T.A,7/13/2016,$25.01 ,"MTA-106450, MTA-106451, MTA-106452, MTA-106453",,3678791789,
1 Lot of 19 Computers,95435,M.T.A,7/13/2016,$80.57 ,"MTA-106439, MTA-106438, MTA-106430, MTA-106428, MTA-106436, MTA-106437, MTA-106442, MTA-106441, MTA-106433, MTA-106449, MTA-106443, MTA-106444, MTA-106445, MTA-106434, MTA-106429, MTA-106432, MTA-106431, MTA-106435, MTA-106440",,3678985021,
Office Chair,95436,COUNTY CLERK,7/13/2016,$16.00 ,106954,,Money Order,
Office Chair,95437,NASHVILLE CONVENTION CTR,7/13/2016,$23.00 ,NCC-106374,,3678914434,
"Dell 19"" Monitor",95438,WATER SERVICES,7/13/2016,$21.00 ,WS-103426,,3678567403,
"Dell 20"" Monitor",95439,WATER SERVICES,7/13/2016,$18.39 ,WS-103428,,3678498319,
"Dell 19"" Monitor",95440,WATER SERVICES,7/13/2016,$6.57 ,WS-103427,,3678674453,
"Dell 19"" Monitor",95441,ITS,7/13/2016,$18.00 ,106248,,3679234826,
"Dell 19"" Monitor",95442,ITS,7/13/2016,$15.99 ,106249,,3678674463,
Dell Latitude D6530 Laptop,95443,ITS,7/13/2016,$203.00 ,105205,,Money Order,
1 Lot of 15 Tables,95445,LP FIELD,7/14/2016,$78.00 ,"LP-97209, LP-97348, LP-97349, LP-97350, LP-97351, LP-97424, LP-97861, LP-97862, LP-97863, LP-97864, LP-97865, LP-97866, LP-97867, LP-97868, LP-97869",,3678607389,
1 Lot of 2 Bernhardt Chairs,95446,LP FIELD,7/14/2016,$93.00 ,"LP-96880, LP-96881",,3678347747,
1 Lot of 2 Bernhardt Chairs,95447,LP FIELD,7/14/2016,$83.00 ,"LP-97188, LP-97189",,3679485267,
1 Lot of 2 Bernhardt Chairs,95448,LP FIELD,7/14/2016,$93.00 ,"LP-97258, LP-97259",,3678887470,
1 Lot of 2 Bernhardt Chairs,95449,LP FIELD,7/14/2016,$86.00 ,"LP-96813, LP-97184",,3678347752,
1 Lot of 2 Bernhardt Chairs,95450,LP FIELD,7/14/2016,$140.00 ,"LP-96884, LP-96885",,3679485272,
1 Lot of 2 Bar Stools,95459,LP FIELD,7/14/2016,$16.00 ,"LP-97220, LP-97229",,3678350221,
1 Lot of 2 Bar Stools,95460,LP FIELD,7/14/2016,$18.00 ,"LP-96767, LP-96768",,3678350228,
1 Lot of 2 Bar Stools,95461,LP FIELD,7/14/2016,$22.13 ,"LP-96773, LP96777",,3678819528,
1 Lot of 2 Loewenstein Bar Stools,95462,LP FIELD,7/14/2016,$35.00 ,"LP-100907, LP-100921",,3678358155,
1 Lot of 2 Loewenstein Bar Stools,95463,LP FIELD,7/14/2016,$43.01 ,"LP-100201, LP-100906",,3678358161,
1 Lot of 2 Loewenstein Bar Stools,95464,LP FIELD,7/14/2016,$43.01 ,"LP-100192, LP-100190",,3678358168,
Little Tikes Play Station,95465,SCHOOL BOARD WAREHOUSE,7/13/2016,$6.57 ,SBS-7853A,,Money Order,
Little Tikes Play Station,95466,SCHOOL BOARD WAREHOUSE,7/13/2016,$14.75 ,SBS-7853B,,3678338596,
Little Tikes Play Station,95467,SCHOOL BOARD WAREHOUSE,7/13/2016,$13.00 ,SBS-7853C,,3678338598,
Little Tikes Play Station,95469,SCHOOL BOARD WAREHOUSE,7/13/2016,$10.00 ,SBS-7853E,,Money Order,
Stove,95470,SCHOOL BOARD WAREHOUSE,7/13/2016,$27.00 ,SBS-7845A,,3678887476,
Stove,95471,SCHOOL BOARD WAREHOUSE,7/13/2016,$7.01 ,SBS-7845B,,Money Order,
1 Lot of 2 Wood Cabinets,95472,SCHOOL BOARD WAREHOUSE,7/13/2016,$130.00 ,SBS-7846,,3678669349,
Cart,95473,SCHOOL BOARD WAREHOUSE,7/13/2016,$65.00 ,SBS-7852,,3678823781,
CD Box,95474,SCHOOL BOARD WAREHOUSE,7/13/2016,$19.00 ,SBS-7836A,,3678681001,
CD Box,95475,SCHOOL BOARD WAREHOUSE,7/13/2016,$19.00 ,SBS-7836B,,3678681010,
1 Lot of 5 Laptop Bags,95476,SCHOOL BOARD WAREHOUSE,7/13/2016,$12.00 ,SBS-7837A,,Money Order,
1 Lot of 4 Laptop Bags,95477,SCHOOL BOARD WAREHOUSE,7/13/2016,$6.57 ,SBS-7837B,,Money Order,
1 Lot of 2 Paper Cutters,95478,SCHOOL BOARD WAREHOUSE,7/13/2016,$29.00 ,SBS-7842A,,3678283960,
Premier Paper Cutter,95479,SCHOOL BOARD WAREHOUSE,7/13/2016,$11.30 ,SBS-7842B,,Cashiers Check,
1 Lot of 2 Refrigerators,95480,SCHOOL BOARD WAREHOUSE,7/13/2016,$4.01 ,SBS-7848,,Money Order,
2001 Chrysler Sebring Convertible,95481,POLICE STATE DRUG FUND,7/14/2016,$385.00 ,,132104,Money Order,
2002 Buick Century,95483,POLICE STATE DRUG FUND,7/14/2016,$545.88 ,,1007087,3678358289,
1 Lot of 2 Televisions,95484,SCHOOL BOARD WAREHOUSE,7/13/2016,$2.00 ,SBS-7851,,3678896194,
2005 Nissan Maxima,95485,POLICE STATE DRUG FUND,7/14/2016,"$3,038.01 ",,116613,Cashiers Check,
2005 Buick Rendezvous,95486,POLICE STATE DRUG FUND,7/14/2016,"$1,475.00 ",,169234,Money Order,
2004 Dodge Ram 1500,95487,POLICE STATE DRUG FUND,7/14/2016,"$4,126.00 ",,07D 4713,3678646308,
Wire,95488,RADIO COMMUNICATIONS,7/14/2016,$170.00 ,RC-106770,,3678387244,
Dell 990 Computer,95489,ITS,7/14/2016,$62.00 ,104948,,3678372268,
Dell 990 Computer,95490,ITS,7/14/2016,$80.00 ,104949,,3678985029,
Dell 990 Computer,95491,ITS,7/14/2016,$62.00 ,104952,,3678372277,
Dell 990 Computer,95492,ITS,7/14/2016,$68.13 ,104953,,3678801990,
Dell 990 Computer,95493,ITS,7/14/2016,$65.13 ,104954,,3678875730,
Dell 990 Computer,95494,ITS,7/14/2016,$68.13 ,104955,,3678372288,
Dell Optiplex 990,95495,ITS,7/14/2016,$68.01 ,104956,,3678801998,
Dell Optiplex 990,95496,ITS,7/14/2016,$68.00 ,104950,,3678802005,
Dell 990 Computer,95497,ITS,7/14/2016,$68.00 ,104951,,3678802013,
Dell 990 Computer,95498,ITS,7/14/2016,$71.00 ,104989,,3678567407,
1 Lot of 3 USB's,95499,HEALTH,7/14/2016,$31.00 ,"106945, 106946, 106947",,3678567410,
"Dell 19"" Monitor",95500,HEALTH,7/14/2016,$34.00 ,104740,,3678567414,
Dell Laptop Bag,95502,ITS,7/14/2016,$6.50 ,99231B,,Money Order,
Dell Laptop Bag,95504,ITS,7/14/2016,$13.00 ,99231D,,Money Order,
Dell Laptop Bag,95505,ITS,7/14/2016,$4.01 ,99231E,,Money Order,
1 Lot of 2 Bernhardt Chairs,95506,LP FIELD,7/18/2016,$100.00 ,"LP-96882, LP-96883",,3679409186,
1 Lot of 2 Bernhardt Chairs,95510,LP FIELD,7/18/2016,$106.00 ,"LP-96878, LP-96879",,3678655901,
1 Lot of 2 Bernhardt Chairs,95513,LP FIELD,7/18/2016,$101.01 ,"LP-96740, LP-96741",,3678885138,
Dell Computer,95621,ITS,7/25/2016,$83.01 ,104969,,3679485212,
1 Lot of 2 Loewenstein Bar Stools,95514,LP FIELD,7/18/2016,$42.00 ,"LP-100183, LP-100207",,3678887481,
1 Lot of 2 Loewenstein Bar Stools,95515,LP FIELD,7/18/2016,$42.00 ,"LP-100933, LP-100934",,3678887490,
1 Lot of 2 Loewenstein Bar Stools,95516,LP FIELD,7/18/2016,$63.65 ,"LP-100265, LP-100914",,3679227791,
1 Lot of 2 Loewenstein Bar Stools,95517,LP FIELD,7/18/2016,$84.00 ,"LP-100179, LP-100181",,3678887495,
1 Lot of 2 Bar Stools,95518,LP FIELD,7/18/2016,$13.00 ,"LP-97124, LP-97136",,3678660921,
1 Lot of 2 Bar Stools,95519,LP FIELD,7/18/2016,$12.00 ,"LP-97214, LP-97219",,3678668327,
1 Lot of 2 Bar Stools,95520,LP FIELD,7/18/2016,$11.57 ,"LP-97215, LP-97213",,3678707851,
1 Lot of 2 Bar Stools,95521,LP FIELD,7/18/2016,$20.00 ,"LP-97132, LP-97212",,Money Order,
1 Lot of 2 Bar Stools,95522,LP FIELD,7/18/2016,$20.00 ,"LP-96779, LP-97123",,Money Order,
1 Lot of 2 Bar Stools,95523,LP FIELD,7/18/2016,$13.00 ,"LP-97216, LP-97217",,Money Order,
1 Lot of 2 Bar Stools,95524,LP FIELD,7/18/2016,$25.00 ,"LP-97127, LP-97128",,Money Order,
1 Lot of 2 Bar Stools,95525,LP FIELD,7/18/2016,$21.00 ,"LP-97125, LP-97126",,Money Order,
1 Lot of Assorted Tools,95526,POLICE PROPERTY AND EVIDENCE UNCLAIMED,7/18/2016,$23.89 ,PPEU-031C-217,,Money Order,
1 Lot of Assorted Tools,95527,POLICE PROPERTY AND EVIDENCE UNCLAIMED,7/18/2016,$16.00 ,PPEU-031C-232,,3679227795,
Kobalt Socket Set,95528,POLICE PROPERTY AND EVIDENCE UNCLAIMED,7/18/2016,$38.00 ,PPEU-031C-197,,3678875734,
Hitachi Tool Set,95529,POLICE PROPERTY AND EVIDENCE UNCLAIMED,7/18/2016,$48.00 ,PPEU-031C-198,,3679227805,
Drill Master Polisher / Sander,95530,POLICE PROPERTY AND EVIDENCE UNCLAIMED,7/18/2016,$30.40 ,PPEU-031C-185,,3678963099,
Ryobi Tool Bag w/ Assorted Tools,95531,POLICE PROPERTY AND EVIDENCE UNCLAIMED,7/18/2016,$5.00 ,PPEU-031C-169,,3678668332,
Black & Decker 14.4 Volt Reciprocating Saw,95532,POLICE PROPERTY AND EVIDENCE UNCLAIMED,7/18/2016,$16.00 ,PPEU-031C-190,,3678916689,
Skil 14.4 Volt Cordless Drill,95533,POLICE PROPERTY AND EVIDENCE UNCLAIMED,7/18/2016,$2.00 ,PPEU-031C-192,,3678980479,
Milwaukee Super Hawg,95534,POLICE PROPERTY AND EVIDENCE UNCLAIMED,7/18/2016,$30.01 ,PPEU-031C-172,,3678684416,
Cardinal 3 Game Set,95535,POLICE PROPERTY AND EVIDENCE UNCLAIMED,7/18/2016,$11.50 ,PPEU-031C-196,,3678912797,
Table,98064,GENERAL SERVICES,12/7/2016,$6.00 ,109666,,3690155984,General Fund
"""Peak"" 1.5 Amp Battery Charger",95537,POLICE PROPERTY AND EVIDENCE UNCLAIMED,7/19/2016,$11.01 ,PPEU-031C-140,,3678855133,
"""Luna"" Acoustic Electric Guitar",95538,POLICE PROPERTY AND EVIDENCE UNCLAIMED,7/19/2016,$209.00 ,PPEU-031C-176,,3678991246,
Yamaha Keyboard,95539,POLICE PROPERTY AND EVIDENCE UNCLAIMED,7/19/2016,$21.00 ,PPEU-031C-174,,3678830415,
Gas Weed Eater,95540,POLICE PROPERTY AND EVIDENCE UNCLAIMED,7/19/2016,$28.33 ,PPEU-031C-235,,3678935764,
"""Echo"" Weed Eater",95541,POLICE PROPERTY AND EVIDENCE UNCLAIMED,7/19/2016,$27.00 ,PPEU-031C-234,,3679476312,
Dyson Vacuum Cleaner,95542,POLICE PROPERTY AND EVIDENCE UNCLAIMED,7/19/2016,$106.00 ,PPEU-031C-158,,Cashiers Check,
Dirt Devil Vacuum,95543,POLICE PROPERTY AND EVIDENCE UNCLAIMED,7/19/2016,$30.00 ,PPEU-031C-201,,3678985543,
Peak Rechargeable Spot Light,95544,POLICE PROPERTY AND EVIDENCE UNCLAIMED,7/19/2016,$25.00 ,PPEU-031C-142,,3678797016,
Peak Compact Battery Jump Starter 300,95545,POLICE PROPERTY AND EVIDENCE UNCLAIMED,7/19/2016,$40.00 ,PPEU-031C-143,,3678855167,
Children's Play Furniture,95546,METRO ACTION,7/18/2016,$460.00 ,"MAC-106966, MAC-106967, MAC-106968, MAC-106969, MAC-106970, MAC-106971, MAC-106972, MAC-106973, MAC-106974, MAC-106975, MAC-106976, MAC-106977, MAC-106978, MAC-106979, MAC-106980, MAC-106981, MAC-106982, MAC-106983, MAC-106984, MAC-106985, MAC-106986, MAC-106987, MAC-106988, MAC-106989, MAC-106990, MAC-106991, MAC-106992, MAC-106993, MAC-106994, MAC-106995, MAC-106996, MAC-106997, MAC-106998, MAC-106999, MAC-107000, MAC-107001, MAC-107002, MAC-107003, MAC-107004, MAC-107005, MAC-107006, MAC-107007, MAC-107008, MAC-107009, MAC-107010, MAC-107011, MAC-107012, MAC-107013, MAC-107014, MAC-107015, MAC-107016, MAC-107017, MAC-107055, MAC-107056, MAC-107057, MAC-107058, MAC-107059, MAC-107060, MAC-107061, MAC-107062, MAC-107063, MAC-107064, MAC-107065, MAC-107066, MAC-107067, MAC-107068, MAC-107072, MAC-107073, MAC-107074, MAC-107075, MAC-107076, MAC-107077, MAC-107078",,3678962701,
Children's Play Furniture,95547,METRO ACTION,7/18/2016,$410.00 ,"MAC-107122, MAC-107123, MAC-107124, MAC-107125, MAC-107126, MAC-107127, MAC-107128, MAC-107129, MAC-107031, MAC-107032, MAC-107051, MAC-107052, MAC-107053, MAC-107054, MAC-107079, MAC-107080, MAC-107081, MAC-107082, MAC-107083, MAC-107084, MAC-107085, MAC-107086, MAC-107087, MAC-107088, MAC-107089, MAC-107090, MAC-107091, MAC-107092, MAC-107093, MAC-107094, MAC-107095, MAC-107096, MAC-107097, MAC-107102, MAC-107103, MAC-1070104, MAC-107105, MAC-107106, MAC-107107, MAC-107108, MAC-107109, MAC-107110, MAC-107111, MAC-107112, MAC-107113",,3678962707,
Rocking Chair,95548,METRO ACTION,7/18/2016,$24.13 ,MAC-107018,,3679308250,
Rocking Chair,95549,METRO ACTION,7/18/2016,$25.00 ,MAC-107019,,3679079341,
Credenza,95552,OFM,7/18/2016,$156.00 ,OFM-107266,,3678668340,
Server Rack,95553,POLICE DEPARTMENT,7/18/2016,$37.13 ,103927,,3678673822,
Server Rack,95554,POLICE DEPARTMENT,7/18/2016,$80.00 ,103926,,3678673476,
"""Datamation"" Laptop Cart",95556,SURPLUS WAREHOUSE,7/19/2016,$24.00 ,107490,,3678875739,
GM 3.9L Engine & 4T65E Transmission,95557,SURPLUS WAREHOUSE,7/19/2016,$13.55 ,107492,,3679264449,
Lamp,95558,SURPLUS WAREHOUSE,7/19/2016,$1.00 ,107491,,3678909751,
Victory Freezer,95559,SCHOOL BOARD FOOD SERVICE,7/19/2016,$228.00 ,FSBS-0207,,Money Order,
Southbend Oven,95561,SCHOOL BOARD FOOD SERVICE,7/19/2016,$506.00 ,FSBS-0206,,3678880059,
Dell Optiplex 780 Computer/Monitor Combo,95563,ITS,7/19/2016,$83.00 ,106725,,3678985031,
HP Laserjet 4200TN Printer,95564,FIRE,7/19/2016,$12.00 ,106750,,3678823244,
HP Laserjet 1320 Printer,95565,FIRE,7/19/2016,$22.11 ,106752,,3678937479,
HP Color Laserjet 4650dn Printer,95566,FIRE,7/19/2016,$55.01 ,106754,,3679386056,
Office Equipment,95567,FIRE,7/19/2016,$54.52 ,"106765, 106760, 106761, 106762, 106763, 106753, 106751, 106764, 106755, 106757, 106758, 106759",,3678916693,
Office Supplies,95568,POLICE DEPARTMENT,7/19/2016,$95.00 ,"106885, 106906, 106902, 106901, 106905, 106904, 106903, 106888",,3678875740,
1 Lot of 4 Chairs,95569,OFM,7/19/2016,$27.00 ,"OFM-107256, OFM-107257, OFM-107258, OFM-107259",,3678914837,
